eigentumserwerb,m
einkommensteuer,f
staudruckmesser,m
flankenangriffe,f
sechskantmutter,f
kopfkissenbezug,m
weihnachtsklotz,m
fliegeroffizier,m
tilgungsanleihe,f
bezirksdirektor,m
vererbungslehre,f
zylinderbohrung,f
existenzminimum,n
arbeitskleidung,f
zusammentreffen,n
additionsbefehl,m
verkaufsautomat,m
mikroelektronik,f
einzelfertigung,f
meinungsumfrage,f
abnahmequittung,f
leibeigenschaft,f
zuwiderhandlung,f
seilschwebebahn,f
spitzendrehbank,f
kleinschreibung,f
massenerzeugung,f
betriebsleitung,f
waffenfabrikant,m
totalausverkauf,m
schreckgespenst,n
schwangerschaft,f
brustbeschwerde,f
kirchenbesucher,m
brennstoffzelle,f
arbeitsumgebung,f
kuppelungsmuffe,f
agrarproduktion,f
registrierkasse,f
bewegungsmelder,m
kindereisenbahn,f
psychotherapeut,m
dehnungsversuch,m
lastwagenfahrer,m
neuorientierung,f
telegraphenmast,m
dateiverwaltung,f
maschinengewehr,n
lichthalbleiter,m
zwangsverwalter,m
spektralanalyse,f
bedienerhinweis,m
papierserviette,f
kampflustigkeit,f
anziehungskraft,f
quantifizierung,f
schreibfreigabe,f
auswertformular,n
verfechtbarkeit,f
streifenetikett,n
rechtschreibung,f
toilettenpapier,n
klammerausdruck,m
zollfestsetzung,f
kadavergehorsam,m
vorschubschritt,m
einwinkpersonal,n
gleichartigkeit,f
beichtgeheimnis,n
liebeskrankheit,f
ausgleichswelle,f
empfindlichkeit,f
betriebsauftrag,m
spitzenkandidat,m
adelsgeschlecht,n
diskettenfehler,m
anschlussleiste,f
verwerflichkeit,f
staatsgefangene,m;f
parallelrechner,m
ablaufverfolger,m
fehlbezeichnung,f
leistungsabgabe,f
kinderschwester,f
minderwertigste,m;f
serienfertigung,f
basiskomplement,n
gewichtszunahme,f
zwischenstation,f
eroberungskrieg,m
sonnenwendfeier,f
weihrauchwasser,n
leistungsfaktor,m
zahlungseingang,m
umsteigebillett,n
akkusativobjekt,n
nachschlagewerk,n
schlauchleitung,f
verkehrspolizei,f
chartermaschine,f
anschlussgebühr,f
tassenunterlage,f
programmschritt,m
kosmopolitismus,m
akzentbuchstabe,m
briefbeschwerer,m
einfamilienhaus,n
rechtssprechung,f
datenverletzung,f
ausgelassenheit,f
debitorenwagnis,f
zeitungsartikel,m
fehlentwicklung,f
kompliziertheit,f
rechtsverfahren,n
sprungbedingung,f
zielinformation,f
erhebungsfehler,m
buchbesprechung,f
gewichtsabnahme,f
satellitenstaat,m
mikrophotogramm,n
kleinstcomputer,m
ableitungskanal,m
beschlagnahmung,f
erlaubnisschein,m
kunstfertigkeit,f
bedarfsstandort,m
vertragsentwurf,m
produktionszeit,f
wahrheitsbeweis,m
problemstellung,f
vorausabtretung,f
zwischenstadium,n
analyseprogramm,n
insektenfresser,m
handelsabkommen,n
buchstabentaste,f
ansprechpartner,m
pervertiertheit,f
einschriftleser,m
steuerbelastung,f
glaubensgenosse,m
industriegebiet,n
schlafwandelung,f
trainingsgruppe,f
sprinkleranlage,f
schweinefleisch,n
verschachtelung,f
normenausschuss,m
verfolgungswahn,m
wellendichtring,m
musikhochschule,f
maschinenbefehl,m
schiffszwieback,m
gebrechlichkeit,f
antilogarithmus,m
katalogisierung,f
sortierprogramm,n
attributzeichen,n
hickorynussbaum,m
zwischenstecker,m
stillstandszeit,f
hochtechnologie,f
berufsschreiber,m
schmerzlichkeit,f
himmelsrichtung,f
sittenlosigkeit,f
gesamtschuldner,m
vertrauenssache,f
weltgerichtshof,m
datensicherheit,f
fernmesstechnik,f
gesamtnachfrage,f
werbewirtschaft,f
weberschiffchen,n
filmvorstellung,f
kinematographie,f
gerichtsbarkeit,f
erholungsgebiet,n
anwendungsdatei,f
zahnradgetriebe,n
bruchfestigkeit,f
analphabetentum,n
anschlusskasten,m
luftfrachttarif,m
gedichtsammlung,f
anlageanweisung,f
lebensabschnitt,m
rollenbesetzung,f
ansprechbarkeit,f
rundfunksendung,f
marktwirtschaft,f
anzeigenannahme,f
randerscheinung,f
programmlisting,n
positionierzeit,f
fuhrunternehmen,n
stimmenmehrheit,f
verkehrsandrang,m
fehlinformation,f
zeilentransport,m
zylinderadresse,f
richtungsschild,n
kurzzeitversuch,m
versuchsprojekt,n
lochkartenleser,m
kirchenmitglied,n
stichprobenplan,m
analogschaltung,f
parapsychologie,f
generaldirektor,m
scharnierdeckel,m
verfolgungsjagd,f
entbindungsheim,n
querperforation,f
argumentierende,m;f
allzweckrechner,m
sklavereigegner,m
übereinstimmung,f
verderblichkeit,f
verbrecheralbum,n
einfassungszaun,m
agrarverordnung,f
netztakteinheit,f
personalausweis,m
quantenmechanik,m
anlagenkurztext,m
wasserheilkunde,f
kennsatzroutine,f
kollektivierung,f
formularentwurf,m
fahrradschlauch,m
scharlachfieber,n
vollversammlung,f
seitenschwimmen,n
verschlusssache,f
anwendungspaket,n
betriebskapital,n
anziehungspunkt,m
rauschgiftsucht,f
zugriffsroutine,f
sitzungsbericht,m
volleyballspiel,n
dauerfestigkeit,f
wiederholangabe,f
zusammenmischen,n
pharmaindustrie,f
belanglosigkeit,f
mehrphasenstrom,m
aufstellungsort,m
einsprungstelle,f
interpunktation,f
sympathiestreik,m
polizeiaufgebot,n
messerstecherei,f
bytebearbeitung,f
vertriebswagnis,f
absenderkennung,f
selbstkorrektur,f
zeitungsinserat,n
vorfinanzierung,f
treibhauseffekt,m
wohlfahrtsstaat,m
textbearbeitung,f
isoliermaterial,n
aktienzeichnung,f
massenfertigung,f
variablenanzahl,f
umrechnungswert,m
spannungsabfall,m
karosserieblech,n
steigungswinkel,m
ernsthaftigkeit,f
kunsthistoriker,m
zahlungsauftrag,m
nachlassgericht,n
vertraulichkeit,f
geschwollenheit,f
redegewandtheit,f
zeitungsanzeige,f
fernsehkassette,f
radionavigation,f
vorderradbremse,f
umsatzprovision,f
darstellungsart,f
addierschaltung,f
winterolympiade,f
landstreicherei,f
zylinderkonzept,n
selbstversorger,m
speichertechnik,f
anmeldeformular,n
elektronenstrom,m
wahrnehmbarkeit,f
programmzustand,m
strukturpolitik,f
pressekonferenz,f
galavorstellung,f
ziegelbrennerei,f
gegenrevolution,f
rauchvergiftung,f
wahlversammlung,f
schwingungszeit,f
boykottierender,m
ausnahmezustand,m
briefbildsender,m
anzeigenbeilage,f
zwangslosigkeit,f
elementarschule,f
machtergreifung,f
arrestbeschluss,m
dickdarmkatarrh,m
beschwichtigung,f
lohnsteuerkarte,f
unterbelichtung,f
belichtungszeit,m
kreditabteilung,f
staatsoberhaupt,n
werbungsmittler,m
zusatzdatensatz,m
fruchtentkerner,m
kursunterschied,m
arbeitsleistung,f
zwischengericht,n
sitzungsperiode,f
anzeigenvertrag,m
stadtverwaltung,f
nachbearbeitung,f
schlafkrankheit,f
schieberegister,n
stationsumfrage,f
grundwehrdienst,m
bedienungstafel,f
simultanbetrieb,m
rechtsanwendung,f
wohnsitzaufgabe,f
damenmannschaft,f
buchstabenkette,f
familienplanung,f
museumsdirektor,m
kunstgeschichte,f
kostspieligkeit,f
verbindungsrohr,n
brombeerstrauch,m
flurbereinigung,f
reflektionsgrad,m
kontenstammsatz,m
flachsspinnerei,f
unbehaglichkeit,f
produktenhandel,m
jahresstatistik,f
allgemeinwissen,n
anwaltvorschuss,m
rundfunkstation,f
stierkampfarena,f
schraubenzieher,m
assemblerbefehl,m
abschiedsgesuch,n
naturalisierung,f
sonderinteresse,n
doppelbuchstabe,m
anrechnungswert,m
schwabenstreich,m
unsterblichkeit,f
zigarrenstummel,m
zuordnungsliste,f
wohnungswechsel,m
selbstklebeband,n
wiedergeschehen,n
tagesauswertung,f
einzelsteuerung,f
anzeigenagentur,f
identifizierung,f
druckschmierung,f
personifikation,f
interpretierung,f
sicherungskopie,f
kettenschaltung,f
pressevertreter,m
waffenschmuggel,m
standverbindung,f
karosseriebauer,m
transportkarren,m
milderungsgrund,m
standhaftigkeit,f
einrichtroutine,f
bewirtschaftung,f
kellnerlehrling,m
einstellbereich,m
beratungsstelle,f
abschlagzahlung,f
aktienzuteilung,f
spezialisierung,f
musikfestspiele,f
zweivierteltakt,m
unbeweglichkeit,f
blankovollmacht,f
transportmittel,n
investmentfonds,m
grobkalkulation,f
radiomechaniker,m
eindeckungszeit,f
fabelhaftigkeit,f
standortwechsel,m
sprachlosigkeit,f
kurzsichtigkeit,f
parallelbetrieb,m
werbetarifliste,f
ersatzlieferung,f
spitzfindigkeit,f
glasseidenmatte,f
filterzigarette,f
versuchsanstalt,f
himmelfahrtstag,m
zusammenziehung,f
arbeitsmaschine,f
kuppelungskette,f
aktionsprogramm,n
friedfertigkeit,f
zweipunktregler,m
einbalsamierung,f
landschaftsbild,n
radioastronomie,f
benachteiligung,f
finanzabteilung,f
scheibenwischer,m
schwingungszahl,f
marktaufteilung,f
datenbankschema,n
zuschussbetrieb,m
wasserkraftwerk,n
standfestigkeit,f
glasfaserleiter,m
gesetzesvorlage,f
anspruchsteller,m
popularisierung,f
empfangsstation,f
volksherrschaft,f
strahltriebwerk,n
vorrangstellung,f
rechtsgutachten,n
konstanthaltung,f
geschlossenheit,f
sechsbiteinheit,f
saitenaufzieher,m
rekognoszierung,f
verschnaufpause,f
synchronrechner,m
berufskrankheit,f
musikbegleitung,f
marktschreierei,f
beitrittsantrag,m
rechtsgrundlage,f
erziehungswesen,n
aggregatzustand,m
versuchsstadium,n
einheitlichkeit,f
immobilienmarkt,m
steuerausgleich,m
nichterscheinen,n
furchtlosigkeit,f
siedetemperatur,f
verdachtsmoment,m
spannungsspitze,f
videotextsystem,n
lehrlingssystem,n
prunkhaftigkeit,f
programmabbruch,m
luftfrachtbrief,m
wirtschaftsgeld,n
bodenbestellung,f
schalenkupplung,f
stimmungskanone,f
namensparameter,m
bilanzgleichung,f
stationsrechner,m
einwickelpapier,n
verkaufsauftrag,m
verkehrsverbund,m
flugzeugabsturz,m
familienzuwachs,m
plattensammlung,f
gefriermaschine,f
friedensstifter,m
kreditorenzeile,f
personenschaden,m
flanschkupplung,f
lohnsteuerabzug,m
selbstbesinnung,f
schulverwaltung,f
alternativfrage,f
nichtkompressor,m
krankhaftigkeit,f
tiefdruckgebiet,n
ingenieurschule,f
fehlerlosigkeit,f
konservenfabrik,f
prestigeverlust,m
ablaufsteuerung,f
fernabschaltung,f
prozessionsbuch,n
verschlimmerung,f
gletscherspalte,f
grundausbildung,f
speicherelement,n
grobeinstellung,f
krebsgeschwulst,f
geburtshelferin,f
bildschirmmaske,f
invalidengrenze,f
zwischenlektion,f
jahresabschluss,m
unbesiegbarkeit,f
datenbibliothek,f
neutralisierung,f
dekomprimierung,f
anschlussrahmen,m
peitschenschnur,f
lebenserwartung,f
wiederzulassung,f
waffenlieferung,f
digitalumsetzer,m
schlankheitskur,f
stimmrechtlerin,f
staatsgeheimnis,n
unterschwingung,f
spracherkennung,f
dateigeneration,f
peitschenriemen,m
friedensrichter,m
zentrierbohrung,f
unleserlichkeit,f
kommandosprache,f
sicherheitsgurt,m
volksbibliothek,f
transportschiff,n
steuerbefreiung,f
umrechnungskurs,m
anschlagdrucker,m
zusammenfassung,f
assemblerformat,n
schleifmaschine,f
wiedergewinnung,f
schmirgelpapier,n
eingebildetheit,f
hauptdarsteller,m
quittungs-taste,f
debitorenkartei,f
kunsthochschule,f
gewaltlosigkeit,f
umschulungskurs,m
warneinrichtung,f
einerkomplement,n
mehrplatzsystem,n
fleischschnitte,f
auftragsbestand,m
schmarotzerpilz,m
adresszuordnung,f
schlangenmensch,m
belastungsprobe,f
pressspanplatte,f
funkausstellung,f
strafgesetzbuch,n
flussschiffahrt,f
basiswiderstand,m
preissteigerung,f
flankendetektor,m
gegenseitigkeit,f
taschenkalender,m
umwandelbarkeit,f
debitorennummer,f
beschwerdebrief,m
kompaktbauweise,f
anlagenrechnung,f
verbandszeichen,n
verbindungsgang,m
kreditorenbeleg,m
signalbegenzung,f
vorschubzeichen,n
steueraufkommen,n
eigenschwingung,f
scheidungsklage,f
abschleppdienst,m
lieferantenbuch,n
mehrbyte-befehl,m
kraftstoffpumpe,f
schubfestigkeit,f
ausgangssprache,f
kurzdarstellung,f
erweiterbarkeit,f
lebensunterhalt,m
fruchtlosigkeit,f
kaltbearbeitung,f
gipfelkonferenz,f
scherfestigkeit,f
umsteuerverkehr,m
kathodenheizung,f
kurvenschreiber,m
aktenvernichter,m
zeilenanordnung,f
bluterkrankheit,f
ungezwungenheit,f
impressionismus,m
verschleuderung,f
schatzanweisung,f
versuchsbohrung,f
differenzierung,f
schamhaftigkeit,f
wohngelegenheit,f
gewinnerzielung,f
volksvertretung,f
optimalprogramm,n
betriebsausflug,m
judenverfolgung,f
unterlegscheibe,f
geruchlosigkeit,f
preisgestaltung,f
mikroverfilmung,f
klapperschlange,f
buchungsstation,f
kampfabstimmung,f
flottenabkommen,n
regelwidrigkeit,f
gehaltlosigkeit,f
friedensvertrag,m
holzkohlenstift,m
selbstlosigkeit,f
anzeigenauftrag,m
aufmarschgebiet,n
weitsichtigkeit,f
sedimentbildung,f
blancoabtretung,f
meerschweinchen,n
vorausbezahlung,f
kartoffelpresse,f
kassenabteilung,f
bieruntersetzer,m
malerhaftigkeit,f
einzelzulassung,f
vergesslichkeit,f
werbedrucksache,f
verschlagenheit,f
recyclingpapier,n
vertrauensvotum,n
hohlkammerfelge,f
eingangsanzeige,f
schelmenstreich,m
containerschiff,n
selbstanschluss,m
empfangsantenne,f
sicherungsdatei,f
phrasendrescher,m
schutzbefohlene,m;f
verstellbarkeit,f
zitatensammlung,f
quellenmaterial,n
gewitterschauer,m
speicheradapter,m
steueraufschlag,m
postwurfsendung,f
analysefunktion,f
vorzeichenregel,f
werkzeugwechsel,m
durchweichtsein,n
konkretisierung,f
kurzwahlzeichen,n
strafexpedition,f
wartungsvertrag,m
kassenanweisung,f
gezeitenwechsel,m
erkennungsmarke,f
zollabfertigung,f
bluttransfusion,f
einsendeschluss,m
berechenbarkeit,f
wiedererweckung,f
knochensplitter,m
personenverkehr,m
einstellbarkeit,f
satellitenstadt,f
verbindlichkeit,f
stufensteuerung,f
sichtbarmachung,f
besetzt-meldung,f
wahlbeteiligung,f
kreiselbewegung,f
schneeverwehung,f
einschaltbefehl,m
schiefergestein,n
anspruchsniveau,n
bestimmungsland,n
adresseneingabe,f
gebrauchsmuster,n
allerheiligstes,n
adresskonstante,f
zuckerkrankheit,f
versuchsstrecke,f
seidenspinnerei,f
kardinalbischof,m
rechtsempfinden,n
radarschirmbild,m
holzbearbeitung,f
kapitalumschlag,m
schundliteratur,f
entsetzlichkeit,f
innenverzahnung,f
siliziumscheibe,f
diplomingenieur,m
verkehrsordnung,f
warmbearbeitung,f
hochschullehrer,m
abschmiernippel,n
verbindungsbahn,f
hardware-fehler,m
datenausstausch,m
willenseinigung,f
willensfreiheit,f
geschwistermord,m
freigabe-signal,n
milchwirtschaft,f
automatisierung,f
garantievertrag,m
debitorenkredit,m
gesetzlosigkeit,f
sonnenkraftwerk,n
erfassungsblock,m
schicksalsfrage,f
brustamputation,f
manschettenknof,m
darstellbarkeit,f
sauerstoffmaske,f
kirchturmspitze,m
kennsatzfamilie,f
haarwuchsmittel,n
unfruchtbarkeit,f
bausteinprinzip,n
fachbezeichnung,f
perfektionismus,m
gesamtanordnung,f
bevorrechtigung,f
kandidatenliste,f
bruttoverdienst,m
beschaulichkeit,f
netzplantechnik,f
plusquamperfekt,n
immatrikulation,f
lagedarstellung,f
weltausstellung,f
gemeinschuldner,m
neuinstallation,f
teilhabersystem,n
schneidermuskel,m
geschwindigkeit,f
fischvergiftung,f
abscheulichkeit,f
geschenkpackung,f
kommunalanleihe,f
zwischenlandung,f
lagerwirtschaft,f
ansichtssendung,f
zeitunterschied,m
zeichenmaschine,f
nachtragspolice,f
druckfestigkeit,f
teilhaberschaft,f
gefangenenlager,n
anpassungshilfe,f
effekthascherei,f
naturereignisse,n
getreidepflanze,f
verstaatlichung,f
schadhaftigkeit,f
erholungsurlaub,m
bildungsanstalt,f
gartenarchitekt,m
provinzialismus,m
stellvertretung,f
infragestellung,f
transplantation,f
aufspannflansch,m
chiffrierstelle,f
nicht-schaltung,f
knollensellerie,f
geschlechtsteil,n
empfangsbereich,m
schreibmaschine,f
autokorrelation,f
rehabilitierung,f
individualismus,m
pflanzenfresser,m
sonderausschuss,m
fernsprechzelle,f
zusammenschluss,m
dampfschiffahrt,f
substanzverlust,m
herausforderung,f
unzufriedenheit,f
kreisausschnitt,m
benzinverbrauch,m
wiedergutmachen,n
schnapsflasche,f
daumenschraube,f
stachelschwein,n
anschlusstafel,f
instandhaltung,f
kammgarngewebe,n
parlamentarier,m
zahnarztpraxis,f
ideenlosigkeit,f
schlussleuchte,f
operationsteil,m
scheibenkolben,m
robotertechnik,f
wasserflugzeug,n
generalissimus,m
flankenangriff,m
rahmenprogramm,n
vervierfachung,f
anschlaghammer,m
bodenbelastung,f
rahmenhandlung,f
scheinleitwert,m
aufmerksamkeit,f
schneiderpuppe,f
massenspeicher,m
stapelspeicher,m
visualisierung,f
wasserhaushalt,m
kanonenwischer,m
aufspannplatte,f
absprungbalken,m
stereoaufnahme,f
nahrhaftigkeit,f
maschinenwaffe,f
stromanschluss,m
unterabteilung,f
transportwesen,n
arbeitsteilung,f
enthaltsamkeit,f
sonntagsfahrer,m
anfangskapital,n
griff-schalter,m
ungastlichkeit,f
althochdeutsch,n
marineoffizier,m
mikrofilmkarte,f
analyseroutine,f
verwendbarkeit,f
nervengeflecht,n
leichtathletik,f
gedankenstrich,m
kunstliebhaber,m
drehschwingung,f
halbleiterchip,m
gewissenszwang,m
kreditaufnahme,f
gleitkommazahl,f
sportjounalist,m
anschlusskabel,n
sozialisierung,f
kapitalbildung,f
balkendiagramm,n
mikroprozessor,m
verlustanzeige,f
kohlenarbeiter,m
maschinenbauer,m
zwischenhandel,m
zeichenschritt,m
rechtsradikale,m;f
wasserklosetts,n
allbekanntheit,f
ausgewogenheit,f
sprenggeschoss,n
plattenspieler,m
eintrittskarte,f
gefangenschaft,f
kupplungsbelag,m
handelsrichter,m
defektelektron,n
schraubenlinie,f
schaffenskraft,f
inkraftsetzung,f
schalterdienst,m
krankheitsherd,m
untauglichkeit,f
zusatzfunktion,f
abschmelzdauer,f
umgangssprache,f
sicherheitsrat,m
abschleppwagen,m
zahlungsbilanz,f
steuerzuschlag,m
gesamtzinssatz,m
unwirklichkeit,f
raumtemperatur,m
expertensystem,n
zeitungsmantel,m
schneeschmelze,f
prachtexemplar,n
flugzeugflotte,f
radiotechniker,m
tastenanschlag,m
ultrakurzwelle,f
graphiktablett,n
ziselierarbeit,f
systemdiskette,f
austrittsalter,m
neuanschaffung,f
demoralisation,f
klanglosigkeit,f
luftfrachtraum,m
schiffschaukel,f
urkundenbeweis,m
rechtsprechung,f
langwierigkeit,f
multiplikation,f
klavierkonzert,n
wacholdersirup,m
nummernvergabe,f
notabschaltung,f
schnellbleiche,f
rechnerfamilie,f
neuerscheinung,f
einkaufstasche,f
wiedereinnahme,f
flaschenhalter,m
alternativplan,m
kostenrechnung,f
zimperlichkeit,f
stimmungsmusik,f
saisonarbeiter,m
ausrichtplatte,f
zusatzregister,n
aufrufprogramm,n
wechselwirkung,f
katalogeintrag,m
verdreifachung,f
zivilluftfahrt,f
ausfuhrartikel,m
unterlieferant,m
wanderprediger,m
exekutivgewalt,f
bundesautobahn,f
scheinleistung,f
radiodurchsage,f
lochkartencode,m
scheibenbremse,f
abschiedsfeier,f
pauschalbetrag,m
weihnachtsmann,m
kohlezeichnung,f
gastwirtschaft,f
chiropraktiker,m
schwesterfirma,f
ansehnlichkeit,f
schlittenfahrt,f
sprachwerkzeug,n
gegenvorschlag,m
aufweitepresse,f
garantieschein,f
farbbildschirm,m
abschiedsbrief,m
siebenspurband,n
systemprogramm,n
briefgeheimnis,n
hinterbliebene,m;f
maschinendatum,n
zerreibbarkeit,f
strahlenschutz,m
schaltdiagramm,n
rechenregister,n
beharrlichkeit,f
dreifaltigkeit,f
kupplungspedal,n
unheimlichkeit,f
mehrdeutigkeit,f
satellitenbild,n
zeitungspapier,n
schalterleiste,f
beweisaufnahme,f
wechselverkehr,m
zahlenbeispiel,n
schwimmkreisel,m
schwindelfirma,f
schulabschluss,m
unbefangenheit,f
wohnungsmangel,m
lufteinschluss,m
konsortialbank,f
sakrifizierung,f
engstirnigkeit,f
rekapitulation,f
kehrichthaufen,m
unterbaugruppe,f
wirtsassembler,m
verunreinigung,f
heterosexuelle,m;f
dienstprogramm,n
sprechfrequenz,f
bereichsgrenze,f
aggregatnummer,f
schalterbefehl,m
silbentrennung,f
autosuggestion,f
errungenschaft,f
zahlungsverzug,m
seitenvorschub,m
zeichensetzung,f
erstickungstod,m
wegwerfflasche,f
einzelformular,n
untrennbarkeit,f
ascii-tastatur,f
vergeblichkeit,f
kassenschlager,m
offiziersmesse,f
korrekturtaste,f
verwaltungsrat,m
unmerklichkeit,f
brustschwimmen,n
silbermedaille,f
heiligenschein,m
brasilianierin,f
feinjustierung,f
taschenausgabe,f
nahrungsmittel,n
vorausleistung,f
volkscharakter,m
verkehrsdelikt,n
anschriftsteil,m
kurbelabzieher,m
klassenkamerad,m
tagesabschluss,m
serviettenring,m
kabinettskrise,f
splitterpartei,f
industriemesse,f
akkordarbeiter,m
schwimmanstalt,f
automatenstahl,m
werbeindustrie,f
kopplungsspule,f
schleuderpreis,m
volksvertreter,m
unbesonnenheit,f
flaschenkinder,m
umwelteinfluss,m
alternativpfad,m
versuchsobjekt,n
periodengewinn,m
beschlagenheit,f
einreibemittel,n
umfragebetrieb,m
abenteuerleben,n
schraubenfeder,f
arbeitsschicht,f
nachempfindung,f
digitalisierer,m
toilettentisch,m
zahlungstermin,m
systemsoftware,f
kohlenbergwerk,n
telegraphenamt,n
gerichtsdiener,m
ausdruckskraft,f
linienflugzeug,n
hochzeitsreise,f
fundamentalist,m
altersgenossin,f
hebelanordnung,f
ausdrucksweise,f
wagentransport,m
schamlosigkeit,f
stellenangebot,n
steuerfreiheit,f
fabrikarbeiter,m
lebensstellung,f
nutzbarmachung,f
optionsaufgabe,f
zeitweiligkeit,f
ergiebtzeichen,n
bausparvertrag,m
verkehrsdichte,f
etikettenleser,m
zuteilungskurs,m
einstandspreis,m
empfangszimmer,n
freigiebigkeit,f
vorstandstisch,m
luftfahrtwerte,f
gesundheitsamt,n
stabhochsprung,m
tabellensuchen,n
einplatzsystem,n
speichennippel,n
feuerwehrwache,f
feindseligkeit,f
unfallkommando,n
mutterdiskette,f
richtungspfeil,m
halsschlagader,f
eisenwerkstoff,m
antwortzustand,m
sinnwidrigkeit,f
gitterspannung,f
benutzeraufruf,m
asbestdichtung,f
kugelschreiber,m
geldentwertung,f
verdrossenheit,f
asynchronmotor,m
nummernscheibe,f
blindenschrift,f
untergeordnete,m;f
versandadresse,f
strukturmodell,n
staatsminister,m
dateispeichern,n
anmasslichkeit,f
abnahmebereich,m
stabilisierung,f
volkstrauertag,m
seefrachtbrief,m
raubgierigkeit,f
wechselbetrieb,m
lebensweisheit,f
kassettendecke,f
besetztzeichen,n
toilettenseife,f
gewissensfrage,f
krawattennadel,f
eintopfgericht,n
ahnenforschung,f
brennschneiden,n
kartoffelsalat,m
betriebsunfall,m
passagierliste,f
verunglimpfung,f
haushofmeister,m
verbandskasten,m
menschenfreund,m
jungfernschaft,f
weltentstehung,f
produkthaftung,f
zahlungsmittel,n
verarbeitungen,f
blasinstrument,m
formelsammlung,f
luftkissenboot,n
isolationismus,m
basisreegister,n
autorestaurant,n
rechtlosigkeit,f
pfeifenraucher,m
darlehenskasse,f
schallschatten,m
verfallklausel,f
spesenrechnung,f
stadtparlament,n
kurzgeschichte,f
eingaberoutine,f
computerbetrug,m
grenzlosigkeit,f
sortiermerkmal,n
autohersteller,m
anwaltskanzlei,f
nebenanschluss,m
buchungsschema,n
fliegengewicht,n
kontaktprellen,n
darlehensgeber,m
weltanschauung,f
umlaufskapital,n
zweibiteinheit,f
bescheidenheit,f
spukgeschichte,f
zwecklosigkeit,f
gefahrenzulage,f
laubverzierung,f
ausschlachtung,f
schwesterliebe,f
augenheilkunde,f
dreiexzesscode,m
unterbewertung,f
sonderstellung,f
sicherlichkeit,f
machtlosigkeit,f
frachtflugzeug,n
tarifabschluss,m
anzeigenspalte,f
adressennummer,f
isolierschicht,f
oberherrschaft,f
heiratsurkunde,f
winkelfunktion,f
signallaufzeit,f
gesamtrechnung,f
kriegshandlung,f
kellergeschoss,n
schnellgericht,n
distanzadresse,f
messerschneide,f
buchungsbetrag,m
schicklichkeit,f
trennschaltung,f
planwirtschaft,f
gammastrahlung,f
rassentrennung,f
atembeschwerde,f
klaustrophobie,f
einschaltquote,f
feinmechaniker,m
markenfabrikat,n
stellungsspiel,n
kollektivismus,m
valentinskarte,m
drahtanschluss,m
digitalrechner,m
konservenmusik,m
druckerlaubnis,f
nichtbeachtung,f
sardellenpaste,f
klempnerarbeit,f
himbeerstrauch,m
mitversicherte,m;f
ladendiebstahl,m
anlagenjournal,n
verkehrsunfall,m
durchschaltung,f
unreinlichkeit,f
verschleierung,f
bereichsmatrix,f
abschminkwatte,f
kanzleigericht,n
steinschneider,m
gratisexemplar,n
rekonvaleszenz,f
fausthandschuh,m
pflaumenkuchen,m
evolutionismus,m
wiedereintritt,m
geistesprodukt,n
absolutauswahl,f
gartenbaukunst,f
anlagenbuchung,f
motorsteuerung,f
rechtshandlung,f
streifenbreite,f
volkseinkommen,n
dilettantismus,m
taschenrechner,m
raubwirtschaft,f
umlaufspeicher,m
zutraulichkeit,f
autobiographie,f
achtstundentag,m
luftspiegelung,f
kleinbuchstabe,m
zweckforschung,f
radarzeichnung,f
kettenumwerfer,m
bereichsangabe,f
kilometerstand,m
leitweglenkung,f
funktionsweise,f
unhandlichkeit,f
kalziumchlorid,n
speichellecker,m
spielverderber,m
kreditorenbild,n
rahmenabkommen,n
kontostammsatz,m
beipflichtende,m;f
schocktherapie,f
kommunalsteuer,f
doppelanschlag,m
verwirklichung,f
abfragestation,f
korrekturfahne,f
fremdartigkeit,f
handelszeichen,n
korrekturlesen,n
hartherzigkeit,f
invalidenrente,f
nettodurchsatz,m
spionageabwehr,f
microprozessor,m
wandbekleidung,f
gemeindesteuer,f
grundcodierung,f
ausgabeeinheit,f
pfeifenstopfer,m
ferienreisende,m;f
kaninchenstall,m
magnetstreifen,m
nachwuchskraft,f
schnellschritt,m
kassenschalter,m
taschenspieler,m
silberschmiede,f
tadellosigkeit,f
postzustellung,f
reserverechner,m
funkleitstrahl,m
zeichensprache,f
voreinstellung,f
metallisierung,f
leihbibliothek,f
barometerstand,m
pflegepersonal,n
bildungsgewebe,n
mechanisierung,f
normalstellung,f
rotationsdruck,m
beschaffenheit,f
torsionsmoment,m
schnellspanner,m
schiffskollege,m
schrottsammler,m
programmpflege,f
industriedunst,m
subtrahierwerk,n
normalspannung,f
gegenoffensive,f
verletzbarkeit,f
erfassungsform,f
zeichenabstand,m
zusatzprogramm,n
flankendeckung,f
hochkonjunktur,f
fliegenschrank,m
kilowattstunde,f
werbebotschaft,f
mitgliedskarte,f
naturheilkunde,f
handelszentrum,n
balkanisierung,f
dokumentarfilm,m
mitteilbarkeit,f
kilometerstein,m
effektenhandel,m
kartoffelsuppe,m
geistlosigkeit,f
blindenanstalt,f
schauspielhaus,n
eingabeeinheit,f
wetterleuchten,n
selbstanlasser,m
schiebehubdach,n
auswahlsendung,f
aufnahmeantrag,m
weidmannskunst,f
physiotherapie,f
eingangssignal,n
anodenspannung,f
aufziehfenster,n
wasserschlange,f
datenerfassung,f
ablaufdiagramm,n
reibungswinkel,m
blutvergiftung,f
projektplanung,f
erfassungsfeld,n
zahlungsbefehl,m
erstbestellung,f
